loss	grad_norm	learning_rate	epoch	step	eval_loss	eval_rouge1	eval_rouge2	eval_rougeL	eval_rougeLsum	eval_gen_len	eval_runtime	eval_samples_per_second	eval_steps_per_second	train_runtime	train_samples_per_second	train_steps_per_second	total_flos	train_loss
1.2098	4.060701370239258	1.9876237623762376e-05	0.024752475247524754	10														
0.9616	4.235517501831055	1.9752475247524755e-05	0.04950495049504951	20														
1.0086	2.9807517528533936	1.962871287128713e-05	0.07425742574257425	30														
0.8573	3.422236204147339	1.9504950495049508e-05	0.09900990099009901	40														
0.7761	3.2833428382873535	1.9381188118811882e-05	0.12376237623762376	50														
0.74	2.5503668785095215	1.9257425742574257e-05	0.1485148514851485	60														
0.6164	2.3816757202148438	1.9133663366336635e-05	0.17326732673267325	70														
0.6529	2.390915870666504	1.900990099009901e-05	0.19801980198019803	80														
0.6118	3.590519905090332	1.8886138613861388e-05	0.22277227722772278	90														
0.5961	3.1065292358398438	1.8762376237623763e-05	0.24752475247524752	100														
0.6637	2.3901875019073486	1.863861386138614e-05	0.2722772277227723	110														
0.534	8.63032341003418	1.8514851485148516e-05	0.297029702970297	120														
0.519	3.0803325176239014	1.8391089108910894e-05	0.3217821782178218	130														
0.5233	3.281334400177002	1.826732673267327e-05	0.3465346534653465	140														
0.5001	1.8038462400436401	1.8143564356435647e-05	0.3712871287128713	150														
0.5035	1.807033658027649	1.8019801980198022e-05	0.39603960396039606	160														
0.5963	2.633930206298828	1.7896039603960396e-05	0.4207920792079208	170														
0.4334	2.0589394569396973	1.7772277227722775e-05	0.44554455445544555	180														
0.4793	2.366154193878174	1.764851485148515e-05	0.47029702970297027	190														
0.6137	3.098456382751465	1.7524752475247528e-05	0.49504950495049505	200														
0.6037	2.580615758895874	1.7400990099009902e-05	0.5198019801980198	210														
0.3896	1.7489551305770874	1.7277227722772277e-05	0.5445544554455446	220														
0.5827	2.6411445140838623	1.7153465346534655e-05	0.5693069306930693	230														
0.6392	4.152788162231445	1.702970297029703e-05	0.594059405940594	240														
0.4385	3.941434144973755	1.6905940594059408e-05	0.6188118811881188	250														
0.4864	12.234856605529785	1.6782178217821783e-05	0.6435643564356436	260														
0.4851	3.1557886600494385	1.6658415841584158e-05	0.6683168316831684	270														
0.4946	1.5256741046905518	1.6534653465346536e-05	0.693069306930693	280														
0.3663	2.993149518966675	1.641089108910891e-05	0.7178217821782178	290														
0.5734	3.258927822113037	1.628712871287129e-05	0.7425742574257426	300														
0.5387	2.6017072200775146	1.6163366336633667e-05	0.7673267326732673	310														
0.3026	2.7670326232910156	1.6039603960396042e-05	0.7920792079207921	320														
0.4867	2.0468711853027344	1.5915841584158417e-05	0.8168316831683168	330														
0.4281	1.7364479303359985	1.5792079207920795e-05	0.8415841584158416	340														
0.3405	2.3038482666015625	1.566831683168317e-05	0.8663366336633663	350														
0.4196	2.1814613342285156	1.5544554455445548e-05	0.8910891089108911	360														
0.4455	2.405099868774414	1.5420792079207922e-05	0.9158415841584159	370														
0.3971	2.5331103801727295	1.5297029702970297e-05	0.9405940594059405	380														
0.3934	1.8402965068817139	1.5173267326732675e-05	0.9653465346534653	390														
0.4216	2.207157850265503	1.504950495049505e-05	0.9900990099009901	400														
			1.0	404	0.32889294624328613	0.8943	0.8302	0.8822	0.8825	14.0389	81.3728	8.836	0.553					
0.3799	2.0396764278411865	1.4925742574257427e-05	1.0148514851485149	410														
0.3385	2.0078282356262207	1.4801980198019803e-05	1.0396039603960396	420														
0.4816	2.3487954139709473	1.467821782178218e-05	1.0643564356435644	430														
0.4216	2.6521799564361572	1.4554455445544556e-05	1.0891089108910892	440														
0.4513	2.354743719100952	1.443069306930693e-05	1.113861386138614	450														
0.4045	1.7682688236236572	1.4306930693069307e-05	1.1386138613861387	460														
0.3422	2.1679933071136475	1.4183168316831684e-05	1.1633663366336633	470														
0.463	2.2900173664093018	1.405940594059406e-05	1.188118811881188	480														
0.3336	1.744782567024231	1.3935643564356437e-05	1.2128712871287128	490														
0.4127	1.7242780923843384	1.3811881188118811e-05	1.2376237623762376	500														
0.4376	3.8725435733795166	1.368811881188119e-05	1.2623762376237624	510														
0.4009	1.7708957195281982	1.3564356435643566e-05	1.2871287128712872	520														
0.4543	2.1214828491210938	1.3440594059405943e-05	1.311881188118812	530														
0.3474	1.8192543983459473	1.3316831683168319e-05	1.3366336633663367	540														
0.4016	2.1148674488067627	1.3193069306930695e-05	1.3613861386138613	550														
0.3448	2.054702043533325	1.306930693069307e-05	1.386138613861386	560														
0.4228	3.0675582885742188	1.2945544554455447e-05	1.4108910891089108	570														
0.3287	2.0540049076080322	1.2821782178217823e-05	1.4356435643564356	580														
0.3892	1.9165107011795044	1.26980198019802e-05	1.4603960396039604	590														
0.3584	1.8211067914962769	1.2574257425742576e-05	1.4851485148514851	600														
0.479	2.565378189086914	1.245049504950495e-05	1.50990099009901	610														
0.4375	2.06890606880188	1.2326732673267327e-05	1.5346534653465347	620														
0.3558	2.0053718090057373	1.2202970297029704e-05	1.5594059405940595	630														
0.3915	2.6582746505737305	1.207920792079208e-05	1.5841584158415842	640														
0.3012	1.730830192565918	1.1955445544554457e-05	1.608910891089109	650														
0.4088	2.2021725177764893	1.1831683168316831e-05	1.6336633663366338	660														
0.4213	2.5768587589263916	1.1707920792079208e-05	1.6584158415841586	670														
0.3013	2.3572049140930176	1.1584158415841584e-05	1.6831683168316833	680														
0.3253	1.6829285621643066	1.1460396039603961e-05	1.7079207920792079	690														
0.3974	2.5658233165740967	1.1336633663366337e-05	1.7326732673267327	700														
0.3821	2.6370790004730225	1.1212871287128716e-05	1.7574257425742574	710														
0.4349	2.506925344467163	1.108910891089109e-05	1.7821782178217822	720														
0.4002	2.770334482192993	1.0965346534653467e-05	1.806930693069307	730														
0.4064	1.277881383895874	1.0841584158415843e-05	1.8316831683168315	740														
0.3177	1.4500256776809692	1.071782178217822e-05	1.8564356435643563	750														
0.4054	1.6021623611450195	1.0594059405940596e-05	1.881188118811881	760														
0.3644	2.8373985290527344	1.0470297029702971e-05	1.9059405940594059	770														
0.4138	1.9343258142471313	1.0346534653465347e-05	1.9306930693069306	780														
0.3643	1.4266397953033447	1.0222772277227724e-05	1.9554455445544554	790														
0.3596	2.7063403129577637	1.00990099009901e-05	1.9801980198019802	800														
			2.0	808	0.2938189208507538	0.9169	0.8645	0.9054	0.9053	14.0167	89.7549	8.011	0.501					
0.3238	2.210709810256958	9.975247524752477e-06	2.004950495049505	810														
0.3577	2.1189351081848145	9.851485148514852e-06	2.0297029702970297	820														
0.313	1.4876048564910889	9.727722772277228e-06	2.0544554455445545	830														
0.3869	2.0013318061828613	9.603960396039604e-06	2.0792079207920793	840														
0.3449	2.079573154449463	9.480198019801981e-06	2.103960396039604	850														
0.4158	3.411285400390625	9.356435643564357e-06	2.128712871287129	860														
0.3835	1.930561900138855	9.232673267326734e-06	2.1534653465346536	870														
0.3515	1.948768138885498	9.10891089108911e-06	2.1782178217821784	880														
0.3731	3.683563232421875	8.985148514851487e-06	2.202970297029703	890														
0.4148	0.8246173858642578	8.861386138613862e-06	2.227722772277228	900														
0.3166	1.698744535446167	8.737623762376238e-06	2.2524752475247523	910														
0.3352	1.9385086297988892	8.613861386138615e-06	2.2772277227722775	920														
0.4251	3.121068000793457	8.490099009900991e-06	2.301980198019802	930														
0.2995	1.5532232522964478	8.366336633663367e-06	2.3267326732673266	940														
0.3569	2.4565935134887695	8.242574257425742e-06	2.3514851485148514	950														
0.3093	2.108208179473877	8.11881188118812e-06	2.376237623762376	960														
0.3289	4.099416732788086	7.995049504950497e-06	2.400990099009901	970														
0.4598	2.677691698074341	7.871287128712872e-06	2.4257425742574257	980														
0.3102	1.2155452966690063	7.747524752475248e-06	2.4504950495049505	990														
0.3055	1.5616369247436523	7.6237623762376246e-06	2.4752475247524752	1000														
0.3444	2.169916868209839	7.500000000000001e-06	2.5	1010														
0.3191	1.1901086568832397	7.376237623762377e-06	2.5247524752475248	1020														
0.3933	2.829387664794922	7.252475247524753e-06	2.5495049504950495	1030														
0.3423	3.128000020980835	7.128712871287129e-06	2.5742574257425743	1040														
0.3311	1.6154770851135254	7.004950495049505e-06	2.599009900990099	1050														
0.3757	2.1783931255340576	6.881188118811881e-06	2.623762376237624	1060														
0.3324	1.4106377363204956	6.757425742574258e-06	2.6485148514851486	1070														
0.3457	1.5833793878555298	6.633663366336635e-06	2.6732673267326734	1080														
0.3385	1.6534467935562134	6.509900990099011e-06	2.698019801980198	1090														
0.2908	1.6949316263198853	6.386138613861387e-06	2.7227722772277225	1100														
0.3915	1.4548043012619019	6.262376237623763e-06	2.7475247524752477	1110														
0.3301	2.8576765060424805	6.138613861386139e-06	2.772277227722772	1120														
0.36	2.140949249267578	6.014851485148515e-06	2.7970297029702973	1130														
0.3839	1.5644177198410034	5.891089108910891e-06	2.8217821782178216	1140														
0.3304	1.893907904624939	5.767326732673267e-06	2.8465346534653464	1150														
0.388	1.6186333894729614	5.643564356435644e-06	2.871287128712871	1160														
0.346	2.0601754188537598	5.519801980198021e-06	2.896039603960396	1170														
0.3077	2.301745891571045	5.396039603960397e-06	2.9207920792079207	1180														
0.3447	2.5601537227630615	5.272277227722773e-06	2.9455445544554455	1190														
0.2623	1.8188974857330322	5.148514851485149e-06	2.9702970297029703	1200														
0.3729	2.3550732135772705	5.024752475247525e-06	2.995049504950495	1210														
			3.0	1212	0.282648503780365	0.9225	0.8722	0.9124	0.9122	14.0236	98.2208	7.32	0.458					
0.3297	2.4672186374664307	4.900990099009901e-06	3.01980198019802	1220														
0.3303	1.4846607446670532	4.777227722772277e-06	3.0445544554455446	1230														
0.3334	1.2456783056259155	4.653465346534654e-06	3.0693069306930694	1240														
0.3052	1.5360571146011353	4.52970297029703e-06	3.094059405940594	1250														
0.3919	2.2564821243286133	4.405940594059406e-06	3.118811881188119	1260														
0.3305	2.429548978805542	4.282178217821782e-06	3.1435643564356437	1270														
0.3471	2.0656862258911133	4.158415841584159e-06	3.1683168316831685	1280														
0.3914	2.159566879272461	4.034653465346535e-06	3.1930693069306932	1290														
0.422	2.0857930183410645	3.910891089108911e-06	3.217821782178218	1300														
0.3283	3.819135904312134	3.7871287128712874e-06	3.2425742574257423	1310														
0.2442	1.592603087425232	3.6633663366336635e-06	3.2673267326732676	1320														
0.3718	1.6680597066879272	3.5396039603960395e-06	3.292079207920792	1330														
0.4435	1.8488563299179077	3.4158415841584164e-06	3.3168316831683167	1340														
0.2383	1.7778416872024536	3.2920792079207924e-06	3.3415841584158414	1350														
0.4352	2.276848077774048	3.1683168316831685e-06	3.366336633663366	1360														
0.3016	1.4676803350448608	3.044554455445545e-06	3.391089108910891	1370														
0.4319	2.405151128768921	2.920792079207921e-06	3.4158415841584158	1380														
0.3577	2.511237621307373	2.7970297029702974e-06	3.4405940594059405	1390														
0.386	2.41178822517395	2.6732673267326735e-06	3.4653465346534653	1400														
0.3128	1.7418452501296997	2.54950495049505e-06	3.49009900990099	1410														
0.4184	1.935522198677063	2.425742574257426e-06	3.514851485148515	1420														
0.3375	26.79226303100586	2.3019801980198025e-06	3.5396039603960396	1430														
0.3408	6.631586074829102	2.1782178217821785e-06	3.5643564356435644	1440														
0.3453	2.073638677597046	2.0544554455445546e-06	3.589108910891089	1450														
0.2751	2.0044896602630615	1.930693069306931e-06	3.613861386138614	1460														
0.3157	2.21968936920166	1.806930693069307e-06	3.6386138613861387	1470														
0.3502	1.8847577571868896	1.6831683168316833e-06	3.6633663366336635	1480														
0.391	2.4328339099884033	1.5594059405940596e-06	3.6881188118811883	1490														
0.2956	1.6713988780975342	1.4356435643564356e-06	3.7128712871287126	1500														
0.2605	3.468811273574829	1.311881188118812e-06	3.737623762376238	1510														
0.3449	2.710411548614502	1.1881188118811881e-06	3.762376237623762	1520														
0.392	2.2032885551452637	1.0643564356435644e-06	3.7871287128712874	1530														
0.3228	2.4963221549987793	9.405940594059406e-07	3.8118811881188117	1540														
0.2755	2.3914215564727783	8.168316831683169e-07	3.8366336633663365	1550														
0.3295	2.288688898086548	6.930693069306931e-07	3.8613861386138613	1560														
0.3627	1.5357102155685425	5.693069306930694e-07	3.886138613861386	1570														
0.2527	1.644000768661499	4.4554455445544555e-07	3.910891089108911	1580														
0.277	1.9525762796401978	3.217821782178218e-07	3.9356435643564356	1590														
0.3192	1.5492807626724243	1.9801980198019803e-07	3.9603960396039604	1600														
0.3234	1.5663467645645142	7.425742574257426e-08	3.985148514851485	1610														
			4.0	1616	0.27900081872940063	0.9248	0.874	0.9145	0.914	13.9889	88.5769	8.117	0.508					
			4.0	1616										4643.2991	5.568	0.348	238584598462464.0	0.4101231497998285
